          16
 3.9478417604357354E+01
 0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
 0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
 7.8956835208714709E-07  1.2120175405729161E-01  1.3697593988581957E-03
-9.1588015232500251E+00 -9.8860173793886830E+01 -2.0903206368870868E+00
 6.3100872386021767E-01 -5.3520011573599070E-02 -9.5702559652338596E-03
 1.5791367041742942E-06  2.6591072204616450E-01  1.7257886999127890E-03
-6.8306222796988123E+01 -8.4708175399025052E+01 -9.7895804048984958E-01
 4.7295933827434944E-01 -3.9135887185188206E-01  4.2915528319177913E-03
 7.8956835208714709E-07  1.6437325616851600E-01  1.3697593988581957E-03
-5.9182959593420478E+01  8.7201763421814874E+01 -9.0009692070096459E-01
-4.9118609805990077E-01 -3.7274660485703548E-01 -2.2284741972508791E-03
 4.7311881060855626E-06  3.3185792612368331E-01  2.4879203495250129E-03
 5.8386166720760549E+01  7.8140491825267731E+01  2.9929909932330279E-01
-5.0717482722468687E-01  3.8173172329776295E-01 -1.5190562148692760E-04
 1.3402726575425080E-04  2.2599925979716692E-01  7.5841629935212160E-03
 8.8013372748130925E-01 -1.7192633769083432E+01  4.3544720656725402E-03
 1.5049328149793446E+00  7.2776362642076445E-02  3.4099924885328827E-04
 2.3293048213688601E-04  2.7749799840769551E-01  9.1183738136546670E-03
 1.7762778771491277E+01  8.7875158691366408E+00  2.8642599428355293E-03
-6.1785239474255071E-01  1.2674974720887267E+00 -4.0491221267912258E-04
 7.6815843115262951E-05  5.0729609882882398E-01  6.2997740421481211E-03
-1.1557505988912174E+01 -4.5424602397953969E+01 -3.5114941831559756E-03
 8.8937822559683788E-01 -2.2555172213371905E-01 -1.1395132289463061E-04
 7.4211449431688898E-05  6.0746820911845867E-01  6.2277544804276944E-03
-2.5452018027658145E+01  4.5388010660023461E+01  5.7083193469686013E-03
-7.5624285860249829E-01 -4.3024725914059558E-01  1.9895946805436639E-04
 5.8940842689968337E-05  3.6414934028325924E-01  5.7674122001762952E-03
-3.2763886159906626E+01 -1.8301084914010026E+01  9.1897263604482221E-03
 5.0200401448501131E-01 -8.9257767081842654E-01 -2.6209681146528449E-05
 2.7209497066029585E-05  3.1118831720661899E-01  4.4574122249590245E-03
-3.2650290734021233E+01 -2.6730679898103435E+01  2.9628876249085377E-03
 6.0880311495538397E-01 -7.5222351524079500E-01 -2.1214590192412648E-04
 1.0740745808544952E-04  7.3701657153401523E-01  7.0445424342684476E-03
-4.4613139271048958E+01  3.6136640926196755E+01  1.2650610302477669E-02
-5.2443405732137971E-01 -6.4376976784361317E-01  1.0947903901817591E-04
 3.9175709442764677E-05  3.9678403481048374E-01  5.0332409910802600E-03
 1.9184513303186382E+01  7.3879154386749917E+01  7.3713734443940386E-03
-6.9577758026071213E-01  1.8119012821424993E-01  1.8406122548431512E-04
 4.5468403672857091E-06  9.4409581275174445E-02  2.4551712122695963E-03
 2.7160368460109467E+01 -8.0711152128714367E+00  1.7660440414907369E-03
 3.3605193788530652E-01  1.1282496817060579E+00  2.3997985138052698E-04
 7.4211449431688898E-05  6.0746820911845867E-01  6.2277544804276944E-03
-4.9341892516864291E+01  4.9625524686047051E+01  7.3210804284795233E-03
-5.3116288466160788E-01 -5.2950661380044162E-01  4.7093096971750763E-05
 1.5759998790881055E-06  4.6585101786694443E-02  1.7246413934949537E-03
 7.7437783511451768E+00  1.8068324475920235E+01 -7.2900585851857644E-02
-1.3049710070068117E+00  5.6629599834320354E-01 -3.5237986079593585E-03
