 time (at Rp)  nbod    mass/mp
  0.48340E+10    13   0.78680E-04
  0.48350E+10    13   0.78680E-04
  0.48360E+10    13   0.78680E-04
  0.48370E+10    13   0.78680E-04
  0.48380E+10    13   0.78680E-04
  0.48390E+10    13   0.78680E-04
  0.48400E+10    13   0.78680E-04
  0.48410E+10    13   0.78680E-04
  0.48420E+10    13   0.78680E-04
  0.48430E+10    13   0.78680E-04
  0.48440E+10    13   0.78680E-04
  0.48450E+10    13   0.78680E-04
  0.48460E+10    13   0.78680E-04
  0.48470E+10    13   0.78680E-04
  0.48480E+10    13   0.78680E-04
  0.48490E+10    13   0.78680E-04
  0.48500E+10    13   0.78680E-04
  0.48510E+10    13   0.78680E-04
  0.48520E+10    13   0.78680E-04
  0.48530E+10    13   0.78680E-04
  0.48540E+10    13   0.78680E-04
  0.48550E+10    13   0.78680E-04
  0.48560E+10    13   0.78680E-04
  0.48570E+10    13   0.78680E-04
  0.48580E+10    13   0.78680E-04
  0.48590E+10    13   0.78680E-04
  0.48600E+10    13   0.78680E-04
  0.48610E+10    13   0.78680E-04
  0.48620E+10    13   0.78680E-04
  0.48630E+10    13   0.78680E-04
  0.48640E+10    13   0.78680E-04
  0.48650E+10    13   0.78680E-04
  0.48660E+10    13   0.78680E-04
  0.48670E+10    13   0.78680E-04
  0.48680E+10    13   0.78680E-04
  0.48690E+10    13   0.78680E-04
  0.48700E+10    13   0.78680E-04
  0.48710E+10    13   0.78680E-04
  0.48720E+10    13   0.78680E-04
  0.48730E+10    13   0.78680E-04
  0.48740E+10    13   0.78680E-04
  0.48750E+10    13   0.78680E-04
  0.48760E+10    13   0.78680E-04
  0.48770E+10    13   0.78680E-04
  0.48780E+10    13   0.78680E-04
  0.48790E+10    13   0.78680E-04
  0.48800E+10    13   0.78680E-04
  0.48810E+10    13   0.78680E-04
  0.48820E+10    13   0.78680E-04
  0.48830E+10    13   0.78680E-04
  0.48840E+10    13   0.78680E-04
  0.48850E+10    13   0.78680E-04
  0.48860E+10    13   0.78680E-04
  0.48870E+10    13   0.78680E-04
  0.48880E+10    13   0.78680E-04
  0.48890E+10    13   0.78680E-04
  0.48900E+10    13   0.78680E-04
  0.48910E+10    13   0.78680E-04
  0.48920E+10    13   0.78680E-04
  0.48930E+10    13   0.78680E-04
  0.48940E+10    13   0.78680E-04
  0.48950E+10    13   0.78680E-04
  0.48960E+10    13   0.78680E-04
  0.48970E+10    13   0.78680E-04
  0.48980E+10    13   0.78680E-04
  0.48990E+10    13   0.78680E-04
  0.49000E+10    13   0.78680E-04
  0.49010E+10    13   0.78680E-04
  0.49020E+10    13   0.78680E-04
  0.49030E+10    13   0.78680E-04
  0.49040E+10    13   0.78680E-04
  0.49050E+10    13   0.78680E-04
  0.49060E+10    13   0.78680E-04
  0.49070E+10    13   0.78680E-04
  0.49080E+10    13   0.78680E-04
  0.49090E+10    13   0.78680E-04
  0.49100E+10    13   0.78680E-04
  0.49110E+10    13   0.78680E-04
  0.49120E+10    13   0.78680E-04
  0.49130E+10    13   0.78680E-04
  0.49140E+10    13   0.78680E-04
  0.49150E+10    13   0.78680E-04
  0.49160E+10    13   0.78680E-04
  0.49170E+10    13   0.78680E-04
  0.49180E+10    13   0.78680E-04
  0.49190E+10    13   0.78680E-04
  0.49200E+10    13   0.78680E-04
  0.49210E+10    13   0.78680E-04
  0.49220E+10    13   0.78680E-04
  0.49230E+10    13   0.78680E-04
  0.49240E+10    14   0.78720E-04
  0.49250E+10    14   0.78720E-04
  0.49260E+10    14   0.78720E-04
  0.49270E+10    14   0.78720E-04
  0.49280E+10    14   0.78720E-04
  0.49290E+10    14   0.78720E-04
  0.49300E+10    14   0.78720E-04
  0.49310E+10    14   0.78720E-04
  0.49320E+10    14   0.78720E-04
  0.49330E+10    14   0.78720E-04
  0.49340E+10    14   0.78720E-04
  0.49350E+10    14   0.78720E-04
  0.49360E+10    14   0.78720E-04
  0.49370E+10    14   0.78720E-04
  0.49380E+10    14   0.78720E-04
  0.49390E+10    14   0.78720E-04
  0.49400E+10    14   0.78720E-04
  0.49410E+10    14   0.78720E-04
  0.49420E+10    14   0.78720E-04
  0.49430E+10    14   0.78720E-04
  0.49440E+10    14   0.78720E-04
  0.49450E+10    14   0.78720E-04
  0.49460E+10    14   0.78720E-04
  0.49470E+10    14   0.78720E-04
  0.49480E+10    14   0.78720E-04
  0.49490E+10    14   0.78720E-04
  0.49500E+10    14   0.78720E-04
  0.49510E+10    14   0.78720E-04
  0.49520E+10    14   0.78720E-04
  0.49530E+10    14   0.78720E-04
  0.49540E+10    14   0.78720E-04
  0.49550E+10    14   0.78720E-04
  0.49560E+10    14   0.78720E-04
  0.49570E+10    14   0.78720E-04
  0.49580E+10    14   0.78720E-04
  0.49590E+10    14   0.78720E-04
  0.49600E+10    14   0.78720E-04
  0.49610E+10    14   0.78720E-04
  0.49620E+10    14   0.78720E-04
  0.49630E+10    14   0.78720E-04
  0.49640E+10    14   0.78720E-04
  0.49650E+10    14   0.78720E-04
  0.49660E+10    14   0.78720E-04
  0.49670E+10    14   0.78720E-04
  0.49680E+10    14   0.78720E-04
  0.49690E+10    14   0.78720E-04
  0.49700E+10    14   0.78720E-04
  0.49710E+10    14   0.78720E-04
  0.49720E+10    14   0.78720E-04
  0.49730E+10    14   0.78720E-04
  0.49740E+10    14   0.78720E-04
  0.49750E+10    14   0.78720E-04
  0.49760E+10    14   0.78720E-04
  0.49770E+10    14   0.78720E-04
  0.49780E+10    14   0.78720E-04
  0.49790E+10    14   0.78720E-04
  0.49800E+10    14   0.78720E-04
  0.49810E+10    14   0.78720E-04
  0.49820E+10    14   0.78720E-04
  0.49830E+10    14   0.78720E-04
  0.49840E+10    14   0.78720E-04
  0.49850E+10    14   0.78720E-04
  0.49860E+10    14   0.78720E-04
  0.49870E+10    14   0.78720E-04
  0.49880E+10    14   0.78720E-04
  0.49890E+10    14   0.78720E-04
  0.49900E+10    14   0.78720E-04
  0.49910E+10    14   0.78720E-04
  0.49920E+10    14   0.78720E-04
  0.49930E+10    14   0.78720E-04
  0.49940E+10    14   0.78720E-04
  0.49950E+10    14   0.78720E-04
  0.49960E+10    14   0.78720E-04
  0.49970E+10    14   0.78720E-04
  0.49980E+10    14   0.78720E-04
  0.49990E+10    14   0.78720E-04
  0.50000E+10    14   0.78720E-04
  0.50010E+10    14   0.78720E-04
  0.50020E+10    14   0.78720E-04
  0.50030E+10    14   0.78720E-04
  0.50040E+10    14   0.78720E-04
  0.50050E+10    14   0.78720E-04
  0.50060E+10    14   0.78720E-04
  0.50070E+10    14   0.78720E-04
  0.50080E+10    14   0.78720E-04
  0.50090E+10    14   0.78720E-04
  0.50100E+10    14   0.78720E-04
  0.50110E+10    14   0.78720E-04
  0.50120E+10    14   0.78720E-04
  0.50130E+10    14   0.78720E-04
  0.50140E+10    14   0.78720E-04
  0.50150E+10    14   0.78720E-04
  0.50160E+10    14   0.78720E-04
  0.50170E+10    14   0.78720E-04
  0.50180E+10    14   0.78720E-04
  0.50190E+10    14   0.78720E-04
  0.50200E+10    14   0.78720E-04
  0.50210E+10    14   0.78720E-04
  0.50220E+10    14   0.78720E-04
  0.50230E+10    14   0.78720E-04
  0.50240E+10    14   0.78720E-04
  0.50250E+10    14   0.78720E-04
  0.50260E+10    14   0.78720E-04
  0.50270E+10    14   0.78720E-04
  0.50280E+10    14   0.78720E-04
  0.50290E+10    14   0.78720E-04
  0.50300E+10    14   0.78720E-04
  0.50310E+10    14   0.78720E-04
  0.50320E+10    14   0.78720E-04
  0.50330E+10    14   0.78720E-04
  0.50340E+10    14   0.78720E-04
  0.50350E+10    14   0.78720E-04
  0.50360E+10    14   0.78720E-04
  0.50370E+10    14   0.78720E-04
  0.50380E+10    14   0.78720E-04
  0.50390E+10    14   0.78720E-04
  0.50400E+10    14   0.78720E-04
  0.50410E+10    14   0.78720E-04
  0.50420E+10    14   0.78720E-04
  0.50430E+10    14   0.78720E-04
  0.50440E+10    14   0.78720E-04
  0.50450E+10    14   0.78720E-04
  0.50460E+10    14   0.78720E-04
  0.50470E+10    14   0.78720E-04
  0.50480E+10    14   0.78720E-04
  0.50490E+10    14   0.78720E-04
  0.50500E+10    14   0.78720E-04
  0.50510E+10    14   0.78720E-04
  0.50520E+10    14   0.78720E-04
  0.50530E+10    14   0.78720E-04
  0.50540E+10    14   0.78720E-04
  0.50550E+10    14   0.78720E-04
  0.50560E+10    14   0.78720E-04
  0.50570E+10    14   0.78720E-04
  0.50580E+10    14   0.78720E-04
  0.50590E+10    14   0.78720E-04
  0.50600E+10    14   0.78720E-04
  0.50610E+10    14   0.78720E-04
  0.50620E+10    14   0.78720E-04
  0.50630E+10    14   0.78720E-04
  0.50640E+10    14   0.78720E-04
  0.50650E+10    14   0.78720E-04
  0.50660E+10    14   0.78720E-04
  0.50670E+10    14   0.78720E-04
  0.50680E+10    14   0.78720E-04
  0.50690E+10    14   0.78720E-04
  0.50700E+10    14   0.78720E-04
  0.50710E+10    14   0.78720E-04
  0.50720E+10    14   0.78720E-04
  0.50730E+10    14   0.78720E-04
  0.50740E+10    14   0.78720E-04
  0.50750E+10    14   0.78720E-04
  0.50760E+10    14   0.78720E-04
  0.50770E+10    14   0.78720E-04
  0.50780E+10    14   0.78720E-04
  0.50790E+10    14   0.78720E-04
  0.50800E+10    14   0.78720E-04
  0.50810E+10    14   0.78720E-04
  0.50820E+10    14   0.78720E-04
  0.50830E+10    14   0.78720E-04
  0.50840E+10    14   0.78720E-04
  0.50850E+10    14   0.78720E-04
  0.50860E+10    14   0.78720E-04
  0.50870E+10    14   0.78720E-04
  0.50880E+10    14   0.78720E-04
  0.50890E+10    14   0.78720E-04
  0.50900E+10    14   0.78720E-04
  0.50910E+10    14   0.78720E-04
  0.50920E+10    14   0.78720E-04
  0.50930E+10    14   0.78720E-04
  0.50940E+10    14   0.78720E-04
  0.50950E+10    14   0.78720E-04
  0.50960E+10    14   0.78720E-04
  0.50970E+10    14   0.78720E-04
  0.50980E+10    14   0.78720E-04
  0.50990E+10    13   0.78545E-04
  0.51000E+10    13   0.78545E-04
  0.51010E+10    13   0.78545E-04
  0.51020E+10    13   0.78545E-04
  0.51030E+10    13   0.78545E-04
  0.51040E+10    13   0.78545E-04
  0.51050E+10    13   0.78545E-04
  0.51060E+10    13   0.78545E-04
  0.51070E+10    13   0.78545E-04
  0.51080E+10    13   0.78545E-04
  0.51090E+10    13   0.78545E-04
  0.51100E+10    13   0.78545E-04
  0.51110E+10    13   0.78545E-04
  0.51120E+10    13   0.78545E-04
  0.51130E+10    13   0.78545E-04
  0.51140E+10    13   0.78545E-04
  0.51150E+10    13   0.78545E-04
  0.51160E+10    13   0.78545E-04
  0.51170E+10    13   0.78545E-04
  0.51180E+10    13   0.78545E-04
  0.51190E+10    13   0.78545E-04
  0.51200E+10    13   0.78545E-04
  0.51210E+10    13   0.78545E-04
  0.51220E+10    13   0.78545E-04
  0.51230E+10    13   0.78545E-04
  0.51240E+10    13   0.78545E-04
  0.51250E+10    13   0.78545E-04
  0.51260E+10    13   0.78545E-04
  0.51270E+10    13   0.78545E-04
  0.51280E+10    13   0.78545E-04
  0.51290E+10    13   0.78545E-04
  0.51300E+10    13   0.78545E-04
  0.51310E+10    13   0.78545E-04
  0.51320E+10    13   0.78545E-04
  0.51330E+10    13   0.78545E-04
  0.51340E+10    13   0.78545E-04
  0.51350E+10    13   0.78545E-04
  0.51360E+10    13   0.78545E-04
  0.51370E+10    13   0.78545E-04
  0.51380E+10    13   0.78545E-04
  0.51390E+10    13   0.78545E-04
  0.51400E+10    13   0.78545E-04
  0.51410E+10    13   0.78545E-04
  0.51420E+10    13   0.78545E-04
  0.51430E+10    13   0.78545E-04
  0.51440E+10    13   0.78545E-04
  0.51450E+10    13   0.78545E-04
  0.51460E+10    13   0.78545E-04
  0.51470E+10    13   0.78545E-04
  0.51480E+10    13   0.78545E-04
  0.51490E+10    13   0.78545E-04
  0.51500E+10    13   0.78545E-04
  0.51510E+10    13   0.78545E-04
  0.51520E+10    13   0.78545E-04
  0.51530E+10    13   0.78545E-04
  0.51540E+10    13   0.78545E-04
  0.51550E+10    13   0.78545E-04
  0.51560E+10    13   0.78545E-04
  0.51570E+10    13   0.78545E-04
  0.51580E+10    13   0.78545E-04
  0.51590E+10    13   0.78545E-04
  0.51600E+10    13   0.78545E-04
  0.51610E+10    13   0.78545E-04
  0.51620E+10    13   0.78545E-04
  0.51630E+10    13   0.78545E-04
  0.51640E+10    13   0.78545E-04
  0.51650E+10    13   0.78545E-04
  0.51660E+10    13   0.78545E-04
  0.51670E+10    13   0.78545E-04
  0.51680E+10    13   0.78545E-04
  0.51690E+10    13   0.78545E-04
  0.51700E+10    13   0.78545E-04
  0.51710E+10    13   0.78545E-04
  0.51720E+10    13   0.78545E-04
  0.51730E+10    13   0.78545E-04
  0.51740E+10    13   0.78545E-04
  0.51750E+10    13   0.78545E-04
  0.51760E+10    13   0.78545E-04
  0.51770E+10    13   0.78545E-04
  0.51780E+10    13   0.78545E-04
  0.51790E+10    13   0.78545E-04
  0.51800E+10    13   0.78545E-04
  0.51810E+10    13   0.78545E-04
  0.51820E+10    13   0.78545E-04
  0.51830E+10    13   0.78545E-04
  0.51840E+10    13   0.78545E-04
  0.51850E+10    13   0.78545E-04
  0.51860E+10    13   0.78545E-04
  0.51870E+10    13   0.78545E-04
  0.51880E+10    14   0.78566E-04
  0.51890E+10    14   0.78566E-04
  0.51900E+10    14   0.78566E-04
  0.51910E+10    14   0.78566E-04
  0.51920E+10    14   0.78566E-04
  0.51930E+10    14   0.78566E-04
  0.51940E+10    14   0.78566E-04
  0.51950E+10    14   0.78566E-04
  0.51960E+10    14   0.78566E-04
  0.51970E+10    14   0.78566E-04
  0.51980E+10    14   0.78566E-04
  0.51990E+10    14   0.78566E-04
  0.52000E+10    14   0.78566E-04
  0.52010E+10    14   0.78566E-04
  0.52020E+10    14   0.78566E-04
  0.52030E+10    14   0.78566E-04
  0.52040E+10    14   0.78566E-04
  0.52050E+10    14   0.78566E-04
  0.52060E+10    14   0.78566E-04
  0.52070E+10    14   0.78566E-04
  0.52080E+10    14   0.78566E-04
  0.52090E+10    14   0.78566E-04
  0.52100E+10    14   0.78566E-04
  0.52110E+10    14   0.78566E-04
  0.52120E+10    14   0.78566E-04
  0.52130E+10    14   0.78566E-04
  0.52140E+10    14   0.78566E-04
  0.52150E+10    14   0.78566E-04
  0.52160E+10    14   0.78566E-04
  0.52170E+10    14   0.78566E-04
  0.52180E+10    14   0.78566E-04
  0.52190E+10    14   0.78566E-04
  0.52200E+10    14   0.78566E-04
  0.52210E+10    14   0.78566E-04
  0.52220E+10    14   0.78566E-04
  0.52230E+10    14   0.78566E-04
  0.52240E+10    14   0.78566E-04
  0.52250E+10    14   0.78566E-04
  0.52260E+10    14   0.78566E-04
  0.52270E+10    14   0.78566E-04
  0.52280E+10    14   0.78566E-04
  0.52290E+10    14   0.78566E-04
  0.52300E+10    14   0.78566E-04
  0.52310E+10    14   0.78566E-04
  0.52320E+10    14   0.78566E-04
  0.52330E+10    14   0.78566E-04
  0.52340E+10    14   0.78566E-04
  0.52350E+10    14   0.78566E-04
  0.52360E+10    14   0.78566E-04
  0.52370E+10    14   0.78566E-04
  0.52380E+10    14   0.78566E-04
  0.52390E+10    14   0.78566E-04
  0.52400E+10    14   0.78566E-04
  0.52410E+10    14   0.78566E-04
  0.52420E+10    14   0.78566E-04
  0.52430E+10    14   0.78566E-04
  0.52440E+10    14   0.78566E-04
  0.52450E+10    14   0.78566E-04
  0.52460E+10    14   0.78566E-04
  0.52470E+10    14   0.78566E-04
  0.52480E+10    14   0.78566E-04
  0.52490E+10    14   0.78566E-04
  0.52500E+10    14   0.78566E-04
  0.52510E+10    14   0.78566E-04
  0.52520E+10    14   0.78566E-04
  0.52530E+10    14   0.78566E-04
  0.52540E+10    14   0.78566E-04
  0.52550E+10    14   0.78566E-04
  0.52560E+10    14   0.78566E-04
  0.52570E+10    14   0.78566E-04
  0.52580E+10    14   0.78566E-04
  0.52590E+10    14   0.78566E-04
  0.52600E+10    14   0.78566E-04
  0.52610E+10    14   0.78566E-04
  0.52620E+10    14   0.78566E-04
  0.52630E+10    14   0.78566E-04
  0.52640E+10    14   0.78566E-04
  0.52650E+10    14   0.78566E-04
  0.52660E+10    14   0.78566E-04
  0.52670E+10    14   0.78566E-04
  0.52680E+10    14   0.78566E-04
  0.52690E+10    14   0.78566E-04
  0.52700E+10    14   0.78566E-04
  0.52710E+10    14   0.78566E-04
  0.52720E+10    14   0.78566E-04
  0.52730E+10    14   0.78566E-04
  0.52740E+10    14   0.78566E-04
  0.52750E+10    14   0.78566E-04
  0.52760E+10    14   0.78566E-04
  0.52770E+10    14   0.78566E-04
  0.52780E+10    14   0.78566E-04
  0.52790E+10    14   0.78566E-04
  0.52800E+10    14   0.78566E-04
  0.52810E+10    14   0.78566E-04
  0.52820E+10    14   0.78566E-04
  0.52830E+10    14   0.78566E-04
  0.52840E+10    14   0.78566E-04
  0.52850E+10    14   0.78566E-04
  0.52860E+10    14   0.78566E-04
  0.52870E+10    14   0.78566E-04
  0.52880E+10    14   0.78566E-04
  0.52890E+10    14   0.78566E-04
  0.52900E+10    14   0.78566E-04
  0.52910E+10    14   0.78566E-04
  0.52920E+10    14   0.78566E-04
  0.52930E+10    14   0.78566E-04
  0.52940E+10    14   0.78566E-04
  0.52950E+10    14   0.78566E-04
  0.52960E+10    14   0.78566E-04
  0.52970E+10    14   0.78566E-04
  0.52980E+10    14   0.78566E-04
  0.52990E+10    14   0.78566E-04
  0.53000E+10    14   0.78566E-04
  0.53010E+10    14   0.78566E-04
  0.53020E+10    14   0.78566E-04
  0.53030E+10    14   0.78566E-04
  0.53040E+10    13   0.78566E-04
  0.53050E+10    13   0.78566E-04
  0.53060E+10    13   0.78566E-04
  0.53070E+10    13   0.78566E-04
  0.53080E+10    13   0.78566E-04
  0.53090E+10    13   0.78566E-04
  0.53100E+10    13   0.78566E-04
  0.53110E+10    13   0.78566E-04
  0.53120E+10    13   0.78566E-04
  0.53130E+10    13   0.78566E-04
  0.53140E+10    13   0.78566E-04
  0.53150E+10    13   0.78566E-04
  0.53160E+10    13   0.78566E-04
  0.53170E+10    13   0.78566E-04
  0.53180E+10    13   0.78566E-04
  0.53190E+10    13   0.78566E-04
  0.53200E+10    13   0.78566E-04
  0.53210E+10    13   0.78566E-04
  0.53220E+10    13   0.78566E-04
  0.53230E+10    13   0.78566E-04
  0.53240E+10    13   0.78566E-04
  0.53250E+10    13   0.78566E-04
  0.53260E+10    13   0.78566E-04
  0.53270E+10    13   0.78566E-04
  0.53280E+10    13   0.78566E-04
  0.53290E+10    13   0.78566E-04
  0.53300E+10    13   0.78566E-04
  0.53310E+10    13   0.78566E-04
  0.53320E+10    13   0.78566E-04
  0.53330E+10    13   0.78566E-04
  0.53340E+10    13   0.78566E-04
  0.53350E+10    13   0.78566E-04
  0.53360E+10    13   0.78566E-04
  0.53370E+10    13   0.78566E-04
  0.53380E+10    13   0.78566E-04
  0.53390E+10    12   0.78138E-04
  0.53400E+10    12   0.78138E-04
  0.53410E+10    12   0.78138E-04
  0.53420E+10    12   0.78138E-04
  0.53430E+10    12   0.78138E-04
  0.53440E+10    12   0.78138E-04
  0.53450E+10    12   0.78138E-04
  0.53460E+10    12   0.78138E-04
  0.53470E+10    12   0.78138E-04
  0.53480E+10    12   0.78138E-04
  0.53490E+10    12   0.78138E-04
  0.53500E+10    12   0.78138E-04
  0.53510E+10    12   0.78138E-04
  0.53520E+10    12   0.78138E-04
  0.53530E+10    12   0.78138E-04
  0.53540E+10    12   0.78138E-04
  0.53550E+10    12   0.78138E-04
  0.53560E+10    12   0.78138E-04
  0.53570E+10    12   0.78138E-04
  0.53580E+10    12   0.78138E-04
  0.53590E+10    12   0.78138E-04
  0.53600E+10    12   0.78138E-04
  0.53610E+10    12   0.78138E-04
  0.53620E+10    12   0.78138E-04
  0.53630E+10    12   0.78138E-04
  0.53640E+10    12   0.78138E-04
  0.53650E+10    12   0.78138E-04
  0.53660E+10    12   0.78138E-04
  0.53670E+10    12   0.78138E-04
  0.53680E+10    12   0.78138E-04
  0.53690E+10    12   0.78138E-04
  0.53700E+10    12   0.78138E-04
  0.53710E+10    12   0.78138E-04
  0.53720E+10    12   0.78138E-04
  0.53730E+10    12   0.78138E-04
  0.53740E+10    12   0.78138E-04
  0.53750E+10    12   0.78138E-04
  0.53760E+10    12   0.78138E-04
  0.53770E+10    12   0.78138E-04
  0.53780E+10    12   0.78138E-04
  0.53790E+10    12   0.78138E-04
  0.53800E+10    12   0.78138E-04
  0.53810E+10    12   0.78138E-04
  0.53820E+10    12   0.78138E-04
  0.53830E+10    12   0.78138E-04
  0.53840E+10    12   0.78138E-04
  0.53850E+10    12   0.78138E-04
  0.53860E+10    12   0.78138E-04
  0.53870E+10    12   0.78138E-04
  0.53880E+10    12   0.78138E-04
  0.53890E+10    12   0.78138E-04
  0.53900E+10    12   0.78138E-04
  0.53910E+10    12   0.78138E-04
  0.53920E+10    12   0.78138E-04
  0.53930E+10    12   0.78138E-04
  0.53940E+10    12   0.78138E-04
  0.53950E+10    12   0.78138E-04
  0.53960E+10    12   0.78138E-04
  0.53970E+10    12   0.78138E-04
  0.53980E+10    12   0.78138E-04
  0.53990E+10    12   0.78138E-04
  0.54000E+10    12   0.78138E-04
  0.54010E+10    12   0.78138E-04
  0.54020E+10    12   0.78138E-04
  0.54030E+10    12   0.78138E-04
  0.54040E+10    12   0.78138E-04
  0.54050E+10    12   0.78138E-04
  0.54060E+10    12   0.78138E-04
  0.54070E+10    12   0.78138E-04
  0.54080E+10    12   0.78138E-04
  0.54090E+10    12   0.78138E-04
  0.54100E+10    12   0.78138E-04
  0.54110E+10    12   0.78138E-04
  0.54120E+10    12   0.78138E-04
  0.54130E+10    12   0.78138E-04
  0.54140E+10    12   0.78138E-04
  0.54150E+10    12   0.78138E-04
  0.54160E+10    12   0.78138E-04
  0.54170E+10    12   0.78138E-04
  0.54180E+10    12   0.78138E-04
  0.54190E+10    12   0.78138E-04
  0.54200E+10    12   0.78138E-04
  0.54210E+10    12   0.78138E-04
  0.54220E+10    12   0.78138E-04
  0.54230E+10    12   0.78138E-04
  0.54240E+10    12   0.78138E-04
  0.54250E+10    12   0.78138E-04
  0.54260E+10    12   0.78138E-04
  0.54270E+10    12   0.78138E-04
  0.54280E+10    12   0.78138E-04
  0.54290E+10    12   0.78138E-04
  0.54300E+10    12   0.78138E-04
  0.54310E+10    12   0.78138E-04
  0.54320E+10    12   0.78138E-04
  0.54330E+10    12   0.78138E-04
  0.54340E+10    12   0.78138E-04
  0.54350E+10    12   0.78138E-04
  0.54360E+10    12   0.78138E-04
  0.54370E+10    12   0.78138E-04
  0.54380E+10    12   0.78138E-04
  0.54390E+10    12   0.78138E-04
  0.54400E+10    12   0.78138E-04
  0.54410E+10    12   0.78138E-04
  0.54420E+10    12   0.78138E-04
  0.54430E+10    12   0.78138E-04
  0.54440E+10    12   0.78138E-04
  0.54450E+10    12   0.78138E-04
  0.54460E+10    12   0.78138E-04
  0.54470E+10    12   0.78138E-04
  0.54480E+10    12   0.78138E-04
  0.54490E+10    12   0.78138E-04
  0.54500E+10    12   0.78138E-04
  0.54510E+10    12   0.78138E-04
  0.54520E+10    12   0.78138E-04
  0.54530E+10    12   0.78138E-04
  0.54540E+10    12   0.78138E-04
  0.54550E+10    12   0.78138E-04
  0.54560E+10    12   0.78138E-04
  0.54570E+10    12   0.78138E-04
  0.54580E+10    12   0.78138E-04
  0.54590E+10    12   0.78138E-04
  0.54600E+10    12   0.78138E-04
  0.54610E+10    12   0.78138E-04
  0.54620E+10    12   0.78138E-04
  0.54630E+10    12   0.78138E-04
  0.54640E+10    12   0.78138E-04
  0.54650E+10    12   0.78138E-04
  0.54660E+10    12   0.78138E-04
  0.54670E+10    12   0.78138E-04
  0.54680E+10    12   0.78138E-04
  0.54690E+10    12   0.78138E-04
  0.54700E+10    12   0.78138E-04
  0.54710E+10    12   0.78138E-04
  0.54720E+10    12   0.78138E-04
  0.54730E+10    12   0.78138E-04
  0.54740E+10    12   0.78138E-04
  0.54750E+10    12   0.78138E-04
  0.54760E+10    12   0.78138E-04
  0.54770E+10    12   0.78138E-04
  0.54780E+10    12   0.78138E-04
  0.54790E+10    12   0.78138E-04
  0.54800E+10    12   0.78138E-04
  0.54810E+10    12   0.78138E-04
  0.54820E+10    12   0.78138E-04
  0.54830E+10    12   0.78138E-04
  0.54840E+10    12   0.78138E-04
  0.54850E+10    12   0.78138E-04
  0.54860E+10    12   0.78138E-04
  0.54870E+10    12   0.78138E-04
  0.54880E+10    12   0.78138E-04
  0.54890E+10    12   0.78138E-04
  0.54900E+10    12   0.78138E-04
  0.54910E+10    12   0.78138E-04
  0.54920E+10    12   0.78138E-04
  0.54930E+10    12   0.78138E-04
  0.54940E+10    12   0.78138E-04
  0.54950E+10    12   0.78138E-04
  0.54960E+10    12   0.78138E-04
  0.54970E+10    12   0.78138E-04
  0.54980E+10    12   0.78138E-04
  0.54990E+10    12   0.78138E-04
  0.55000E+10    12   0.78138E-04
  0.55010E+10    12   0.78138E-04
  0.55020E+10    12   0.78138E-04
  0.55030E+10    12   0.78138E-04
  0.55040E+10    12   0.78138E-04
  0.55050E+10    12   0.78138E-04
  0.55060E+10    12   0.78138E-04
  0.55070E+10    12   0.78138E-04
  0.55080E+10    12   0.78138E-04
  0.55090E+10    12   0.78138E-04
  0.55100E+10    12   0.78138E-04
  0.55110E+10    12   0.78138E-04
  0.55120E+10    12   0.78138E-04
  0.55130E+10    12   0.78138E-04
  0.55140E+10    12   0.78138E-04
  0.55150E+10    12   0.78138E-04
  0.55160E+10    12   0.78138E-04
  0.55170E+10    12   0.78138E-04
  0.55180E+10    12   0.78138E-04
  0.55190E+10    12   0.78138E-04
  0.55200E+10    12   0.78138E-04
  0.55210E+10    12   0.78138E-04
  0.55220E+10    12   0.78138E-04
  0.55230E+10    12   0.78138E-04
  0.55240E+10    12   0.78138E-04
  0.55250E+10    12   0.78138E-04
  0.55260E+10    12   0.78138E-04
  0.55270E+10    12   0.78138E-04
  0.55280E+10    12   0.78138E-04
  0.55290E+10    12   0.78138E-04
  0.55300E+10    12   0.78138E-04
  0.55310E+10    12   0.78138E-04
  0.55320E+10    12   0.78138E-04
  0.55330E+10    12   0.78138E-04
  0.55340E+10    12   0.78138E-04
  0.55350E+10    12   0.78138E-04
  0.55360E+10    12   0.78138E-04
  0.55370E+10    12   0.78138E-04
  0.55380E+10    12   0.78138E-04
  0.55390E+10    12   0.78138E-04
  0.55400E+10    12   0.78138E-04
  0.55410E+10    12   0.78138E-04
  0.55420E+10    12   0.78138E-04
  0.55430E+10    12   0.78138E-04
  0.55440E+10    12   0.78138E-04
  0.55450E+10    12   0.78138E-04
  0.55460E+10    12   0.78138E-04
  0.55470E+10    12   0.78138E-04
  0.55480E+10    12   0.78138E-04
  0.55490E+10    12   0.78138E-04
  0.55500E+10    12   0.78138E-04
  0.55510E+10    12   0.78138E-04
  0.55520E+10    12   0.78138E-04
  0.55530E+10    12   0.78138E-04
  0.55540E+10    12   0.78138E-04
  0.55550E+10    12   0.78138E-04
  0.55560E+10    12   0.78138E-04
  0.55570E+10    12   0.78138E-04
  0.55580E+10    12   0.78138E-04
  0.55590E+10    12   0.78138E-04
  0.55600E+10    12   0.78138E-04
  0.55610E+10    12   0.78138E-04
  0.55620E+10    12   0.78138E-04
  0.55630E+10    12   0.78138E-04
  0.55640E+10    12   0.78138E-04
  0.55650E+10    12   0.78138E-04
  0.55660E+10    12   0.78138E-04
  0.55670E+10    12   0.78138E-04
  0.55680E+10    12   0.78138E-04
